name,link,year
Shell Sort (Sedgewick),https://www.sciencedirect.com/science/article/pii/0196677486900015?via%3Dihub,1986
Bitonic Merge Sort Parallel Implementation,https://epubs.siam.org/doi/abs/10.1137/0218014,1968
Thorup's Sorting Algorithm,https://www.sciencedirect.com/science/article/pii/S0196677402912113,2002
Naive sorting,-,1940
Flash Sort,http://www.neubert.net/FSOIntro.html,1998
Bead Sort,https://web.archive.org/web/20170809110409/https://www.cs.auckland.ac.nz/~jaru003/research/publications/journals/beadsort.pdf,2002
Burst Sort,https://dl.acm.org/citation.cfm?doid=1005813.1041517,2004
Spreadsort,https://www.semanticscholar.org/paper/The-Spreadsort-High-performance-General-case-Ross/41f5b49e9843b2d98b6b22a84924dae5761e6e52,2002
Hashing,-,1940
T. C. Hu ; M. T. Shing,https://doi.org/10.1137/0211028,1982
Hunt and Szymanski,http://www.cs.ust.hk/mjg_lib/bibs/DPSu/DPSu.Files/HuSz77.pdf,1977
Mukhopadhyay,https://www.sciencedirect.com/science/article/pii/0020025580900250,1980
Dantzig,,1951
Dinitz (with dynamic trees),https://www.scirp.org/(S(lz5mqp453edsnp55rrgjct55))/reference/ReferencesPapers.aspx?ReferenceID=1690549,1973
Cherkassky,https://www.sciencedirect.com/science/article/abs/pii/S037722179600269X,1977
Sleator & Tarjan,https://www.sciencedirect.com/science/article/pii/0022000083900065,1983
Goldberg & Tarjan,https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/a%20new%20approach.pdf,1986
Ahuja & Orlin,https://www.researchgate.net/publication/38008130_A_Fast_and_Simple_Algorithm_for_the_Maximum_Flow_Problem,1987
Cheriyan & Hagerup,https://ieeexplore.ieee.org/document/63465,1989
Cheriyan et al.,https://link.springer.com/chapter/10.1007/BFb0032035,1990
Alon,https://www.sciencedirect.com/science/article/pii/002001909090024R,1990
King et al. (KRT),https://dl.acm.org/citation.cfm?id=139438,1992
Phillips & Westbrook,https://dl.acm.org/citation.cfm?id=167201,1993
Goldberg & Rao,https://dl.acm.org/citation.cfm?id=290181,1997
Goldberg & Rao,https://dl.acm.org/citation.cfm?id=290181,1997
James B Orlin's + KRT (King; Rao; Tarjan)'s algorithm,https://dl.acm.org/citation.cfm?id=2488705,2013
Lawler,https://www.sciencedirect.com/science/article/pii/002001907690065X?via%3Dihub,1976
Schiermeyer,https://link.springer.com/chapter/10.1007/3-540-57899-4_51,1994
Beigel & Eppstein,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=492575,1995
Beigel & Eppstein,https://www.sciencedirect.com/science/article/pii/S0196677404001117?via%3Dihub,2000
Lawler,https://www.sciencedirect.com/science/article/pii/002001907690065X?via%3Dihub,1976
Byskov,https://www.sciencedirect.com/science/article/abs/pii/S0167637704000409?via%3Dihub,2004
Conjugate Gradient,https://nvlpubs.nist.gov/nistpubs/jres/049/jresv49n6p409_A1b.pdf,1952
Harrow (Quantum),https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.103.150502,2009
Karmarkar's algorithm,https://web.archive.org/web/20131228145520/http://retis.sssup.it/~bini/teaching/optim2010/karmarkar.pdf,1984
Simplex Algorithm,-,1947
Terlaky's Criss-cross algorithm,-,1985
Affine scaling,-,1967
Cohen; Lee and Song,https://arxiv.org/abs/1810.07896,2018
Lee and Sidford,https://arxiv.org/abs/1503.01752,2015
Chazelle & Edelsbrunner,https://dl.acm.org/doi/10.1145/147508.147511,1992
CHAZELLE,https://www.sciencedirect.com/science/article/pii/0022000086900255,1986
NIEVERGELT. J.. AND PREPARATA (Section 3),https://pdfs.semanticscholar.org/a571/cc92218132a1b0e65c2adbf663c79d015737.pdf,1982
"Jean-Daniel Boissonnat and Franco P.
Preparata. ",https://epubs.siam.org/doi/abs/10.1137/S0097539797329373,1997
Balaban.,https://dl.acm.org/doi/pdf/10.1145/220279.220302,1995
Boissonnat; Snoeyink,https://dl.acm.org/citation.cfm?id=304991,1999
Goodrich,https://dl.acm.org/citation.cfm?id=72950,1989
Graham,https://www.sciencedirect.com/science/article/pii/0020019072900452?via%3Dihub,1972
W. Eddy Quickhull,https://dl.acm.org/citation.cfm?id=355766,1977
Preparata and Hong,https://dl.acm.org/citation.cfm?id=359430,1977
Andrew's algorithm,https://www.sciencedirect.com/science/article/pii/0020019079900723,1979
The ultimate planar convex hull algorithm,https://ecommons.cornell.edu/handle/1813/6417,1986
Chan's algorithm,https://link.springer.com/article/10.1007/BF02712873,1996
Miller; Stout,https://cse.buffalo.edu/faculty/miller/Papers/IEEETC88a.pdf,1988
Kosaraju's algorithm,https://www.sciencedirect.com/science/article/pii/0898122181900080,1978
Tarjan's strongly connected components algorithm,https://www.semanticscholar.org/paper/Depth-First-Search-and-Linear-Graph-Algorithms-Tarjan/385742fffcf113656f0d3cf6c06ef95cb8439dc6,1972
Path-based strong components algorithm; Dijkstra,https://www.worldcat.org/title/discipline-of-programming/oclc/1958445,1976
Fleischer forward-backward (FB) algorithm,https://ldhulipala.github.io/readings/sequential-scc.pdf,2003
Pearce,https://www.sciencedirect.com/science/article/pii/S0020019015001532,2016
Path-based depth-first search Gabow,https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub,2000
Paul Purdom,https://link.springer.com/article/10.1007%2FBF01940892,1970
Lowe’s Algorithm,http://www.cs.ox.ac.uk/people/gavin.lowe/parallelDFS.html,2014
Renault’s Algorithm,https://link.springer.com/chapter/10.1007/978-3-642-45221-5_44,2009
Couvreur,https://link.springer.com/chapter/10.1007/3-540-48119-2_16,1999
Munro’s algorithm,https://www.sciencedirect.com/science/article/pii/0020019071900068,1971
OBF Algorithm,https://ieeexplore.ieee.org/document/8133154,2011
CH Algorithm,https://research.vu.nl/en/publications/on-distributed-verification-and-verified-distribution,2004
Hong’s algorithm,https://stanford-ppl.github.io/website/papers/sc13-hong.pdf,2013
Borůvka's algorithm,-,1926
Prim's algorithm + adjacency matrix searching,https://ieeexplore.ieee.org/document/6773228,1957
Prim's algorithm + Fibonacci heaps; Fredman & Tarjan,https://dl.acm.org/citation.cfm?id=28874,1987
Kruskal's algorithm,https://www.jstor.org/stable/2033241,1956
Yao's algorithm,https://www.sciencedirect.com/science/article/pii/0020019075900563,1975
Cheriton-Tarjan Algorithm,https://epubs.siam.org/doi/abs/10.1137/0205051,1976
Filter Kruskal algorithm,https://dl.acm.org/citation.cfm?id=2791225,2009
Chazelle's algorithm,https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf,2000
Thorup (reverse-delete),https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,2000
Fortune and Hopcroft,https://www.sciencedirect.com/science/article/pii/0020019079900851,1979
F. Preparata and M. Shamos,https://www.springer.com/gp/book/9780387961316,1986
Rabin' Algorithm,https://dl.acm.org/citation.cfm?id=540196,1976
Bentley,https://dl.acm.org/citation.cfm?id=358850,1980
Bentley; Shamos,https://dl.acm.org/citation.cfm?id=803652,1976
Hinrichs; Nievergelt; Schorn,https://www.sciencedirect.com/science/article/pii/0020019088901500,1988
Shamos; Hoey,https://ieeexplore.ieee.org/document/4567872,1975
Dyer,https://www.sciencedirect.com/science/article/pii/0020019080900356,1980
Bellman–Ford algorithm (Ford 1956),https://apps.dtic.mil/sti/pdfs/AD0422842.pdf,1956
Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf,1959
Bellman–Ford algorithm (Dantzig 1960),https://www.jstor.org/stable/pdf/2627005.pdf,1960
Dijkstra's algorithm with list (Whiting & Hillier 1960),https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents,1960
Dijkstra's algorithm with binary heap (Johnson 1977),https://dl.acm.org/citation.cfm?id=321993,1977
Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf,1984
Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,1981
Gabow's algorithm,https://ieeexplore.ieee.org/document/4568085,1983
Gabow Ahuja Algorithm,https://dl.acm.org/doi/10.1145/77600.77615,1990
Thorup's algorithm,https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003,2004
Shimbel Algorithm,https://link.springer.com/article/10.1007/BF02476438,1953
Floyd–Warshall algorithm,https://dl.acm.org/citation.cfm?id=368168,1962
Seidel's algorithm,https://www.sciencedirect.com/science/article/pii/S0022000085710781,1995
Williams,https://dl.acm.org/citation.cfm?id=2591811,2014
Pettie & Ramachandran,https://dl.acm.org/citation.cfm?id=545417,2002
Thorup,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,1999
Chan (Geometrically Weighted),http://tmc.web.engr.illinois.edu/moreapsp.pdf,2009
Chan,http://tmc.web.engr.illinois.edu/moreapsp.pdf,2009
Trial division,-,1202
Wheel factorization,,1940
Pollard's rho algorithm,https://link.springer.com/article/10.1007%2FBF01933667,1975
Pollard's p − 1 algorithm,https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/theorems-on-factorization-and-primality-testing/6762E84DBD34AEF13E6B1D1A8334A989,1974
Williams' p + 1 algorithm,https://www.jstor.org/stable/2007633?origin=crossref,1982
Lenstra elliptic curve factorization,https://www.jstor.org/stable/1971363?origin=crossref&seq=1,1987
Fermat's factorization method,https://archive.org/details/oeuvresdefermat02ferm,1894
Euler's factorization method,-,1940
Dixon's algorithm,https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html,1981
Continued fraction factorization (CFRAC),https://www.ams.org/journals/bull/1931-37-10/S0002-9904-1931-05271-X/home.html,1931
Quadratic sieve,https://www.semanticscholar.org/paper/Analysis-and-comparison-of-some-integer-factoring-Pomerance/134b7b065a73d4ca00bb16c7b8bebbde951b0ba0,1981
Rational sieve,https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf,1993
Shanks's square forms factorization (SQUFOF),https://www.ams.org/journals/mcom/2008-77-261/S0025-5718-07-02010-8/S0025-5718-07-02010-8.pdf,2007
Closed formula,,1975
Randomized LU Decomposition,https://www.sciencedirect.com/science/article/pii/S1063520316300069,2016
David,,2006
"Press, Teukolsky, Flannery",https://books.google.com/books?hl=en&lr=&id=1aAOdzK3FegC&oi=fnd&pg=PA1&dq=Teukolsky#v=onepage&q=Teukolsky&f=false,2007
Greedy Best-First Search,,1959
Incremental Heuristic Search,,1968
Block A*,https://webdocs.cs.ualberta.ca/~holte/Publications/aaai11PeterYapFinal.pdf,2011
D*,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.15.3683,1994
Field D*,https://www.ri.cmu.edu/pub_files/pub4/ferguson_david_2006_3/ferguson_david_2006_3.pdf,2006
Fringe,,2005
Tuned Boyer-Moore algorithm,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf,1991
FOGSAA,https://www.nature.com/articles/srep01746,2013
O(lg N) algorithm,https://www.sciencedirect.com/science/article/pii/0097849394900647/pdf?md5=06bd1f11031af17d1fd34626c4e2f49b&pid=1-s2.0-0097849394900647-main.pdf,1994
Skala,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061,1996
Schönhage–Strassen algorithm,https://link.springer.com/article/10.1007/BF02242355,1971
Furer's algorithm,https://web.archive.org/web/20130425232048/http://www.cse.psu.edu/~furer/Papers/mult.pdf,2007
De,https://arxiv.org/abs/0801.1416,2008
Harvey; Hoeven,https://hal.archives-ouvertes.fr/hal-02070778,2019
Harvey; Hoeven; Lecerf,https://arxiv.org/abs/1407.3360,2015
Covanov and Thomé,https://hal.inria.fr/hal-01108166v1/document,2015
Covanov and Thomé,https://arxiv.org/abs/1502.02800,2016
Harvey; Hoeven; Lecerf,https://arxiv.org/abs/1802.07932,2018
Lamport's bakery algorithm,http://lamport.azurewebsites.net/pubs/bakery.pdf,1974
Szymanski's algorithm,https://www.researchgate.net/publication/221235887_A_simple_solution_to_Lamport's_concurrent_programming_problem_with_linear_wait,1988
Taubenfeld's black-white bakery algorithm,https://link.springer.com/chapter/10.1007/978-3-540-30186-8_5,2004
Maekawa's algorithm,https://cseweb.ucsd.edu/classes/wi09/cse223a/p145-maekawa.pdf,1985
Raymond's algorithm,https://dl.acm.org/doi/abs/10.1145/58564.59295,1997
Suzuki-Kasami's algorithm,https://cse.iitkgp.ac.in/~agupta/distsys/Mutex-SuzukiKasami.pdf,1985
Painter's algorithm/Newell's algorithm,https://www.cs.drexel.edu/~david/Classes/Papers/p443-newell.pdf,1972
Warnock's algorithm,https://dl.acm.org/doi/book/10.5555/905316?dl=ACM,1969
Ray tracing,,1982
Binary space partitioning (BSP),https://apps.dtic.mil/dtic/tr/fulltext/u2/700375.pdf,1969
Z-buffering,http://isgwww.cs.uni-magdeburg.de/graphics/misc/Wolfgang_Stra%C3%9Fer_Schnelle_Kurven-_und_Flaechendarstellung_auf_grafischen_Sichtgeraeten.pdf,1974
S-buffer/Scanline Rendering,,1980
Power Iteration,https://onlinelibrary.wiley.com/doi/pdf/10.1002/zamm.19290090105?casa_token=xSwK6PkV010AAAAA:j_1-JKs0GG-KuwUUyM_dIt8kmOa5z6lvp_GABgDryAYxKdYvChyNGA9VA5CZLyAurWOVYPRn45geRTFk,1929
Fortune,http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,1987
Gries,https://www.sciencedirect.com/science/article/pii/0167642383900151?via%3Dihub,1982
Bird,https://dl.acm.org/doi/10.1093/comjnl/32.2.122,1989
"Ferreira, Camargo, Song",https://ieeexplore.ieee.org/document/6972008,2014
HJLS algorithm,https://epubs.siam.org/doi/pdf/10.1137/0218059,1986
Resource hierarchy solution,https://en.wikipedia.org/wiki/Dining_philosophers_problem#Resource_hierarchy_solution,1965
Arbitrator solution,https://en.wikipedia.org/wiki/Dining_philosophers_problem#Arbitrator_solution,1965
Applegate et al.,https://www.jstor.org/stable/j.ctt7s8xg,2006
Johnson; D. S.; McGeoch; L. A.,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.92.1635&rep=rep1&type=pdf,1997
 Gutina; Gregory; Yeob; Anders; Zverovich; Alexey,https://www.researchgate.net/publication/222408030_Traveling_Salesman_Should_not_be_Greedy_Domination_Analysis_of_Greedy-Type_Heuristics_for_the_TSP,2002
Rosenkrantz; D. J.; Stearns; R. E.; Lewis; P. M.,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,1974
Lin–Kernighan,https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,1981
Overlap Layout Consensus,,1987
Greedy SEQAID,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC321006/,1984
Dürer rendering algorithm,,1956
Appel's algorithm 1968,https://dl.acm.org/doi/10.1145/1468075.1468082,1968
Whitted's algorithm 1979,https://dl.acm.org/doi/10.1145/358876.358882,1979
J.-C. Nebel 1998,https://www.academia.edu/814419/A_New_Parallel_Algorithm_Provided_by_a_Computation_Time_Model,1998
A. Chalmers; T. Davis; and E. Reinhard 2002,,2002
Moravec's algorithm 1980,https://www.ri.cmu.edu/pub_files/pub4/moravec_hans_1980_1/moravec_hans_1980_1.pdf,1980
Förstner algorithm 1987,,1987
J. J. Koenderink and W. Richards 1988,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-5-7-1136,1988
Lindeberg (1994),,1994
Lindeberg (1998),https://link.springer.com/article/10.1023/A:1008045108935,1998
K. Mikolajczyk; K. and C. Schmid LoG 2004,https://www.robots.ox.ac.uk/~vgg/research/affine/det_eval_files/mikolajczyk_pami2004.pdf,2004
Lowe (2004),https://www.cs.ubc.ca/~lowe/papers/ijcv04.pdf,2004
T. Lindeberg and J. Garding (1997),,1997
Lindeberg 2005,,2005
The Wang and Brady corner detection algorithm 1995,,1995
The Trajkovic and Hedley corner detector 1998,,1998
FAST E. Rosten and T. Drummond 2006,https://www.edwardrosten.com/work/rosten_2006_machine.pdf,2006
Trujillo and Olague 2008,https://www.mitpressjournals.org/doi/abs/10.1162/evco.2008.16.4.483?journalCode=evco&mobileUi=0&,2008
Geert Willems; Tinne Tuytelaars and Luc van Gool (2008),http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.471.6845,2008
"Tao Luo, Zaifeng Shi and Pumeng Wang",,2019
T. Lindeberg DoG 2012,,2012
T. Lindeberg DoG 2015,,2015
SIFT Algorithm Lowe 2004,,2004
Hessain Determinant Lindeberg 1994,,1994
Hessain Determinant Lindeberg 1998,,1998
SURF Descriptor 2006,,2006
Hessian-Laplace Mikolajczyk and Schmid 2004,,2004
Spatio-temporal Geert Willems; Tinne Tuytelaars and Luc van Gool (2008),,2008
Lindeberg's watershed-based grey-level blob detection algorithm 1991,,1991
Maximally stable extremal regions Matas 2002,,2002
A. Baumberg. 2000,,2000
Y. Dufournaud; C. Schmid; and R. Horaud 2000,,2000
local scale-invariant Lowe 1999,,1999
T. Tuytelaars and L. Van Gool 2000,,2000
view frustum culling,,2008
Sector-Based Culling,,1991
Occlusion Culling,,1986
Contribution Culling,,1987
Kwatra 2003,https://dl.acm.org/doi/abs/10.1145/882262.882264,2003
CNN Based Gatys; Leon A 2001,,2001
P.Hanrahan and W.Krueger 1993,,1993
H.W.Jensen 2001,,2001
He; X. D.; Torrance; K. E.; Sillion; 1991,,1991
Kajiya; J. Anisotropic Reflection Models 1985,,1985
"Nakamae; E.; Kaneda; K.; Okamoto; T.; and
Nishita 1990",,1990
Cabral; B.; Max; N.; and Springmeyer; R 1990,,1990
Westin; S. H.; Arvo; J. R.; and Torrance; K. E 1992,,1992
Phong,,1971
Blinn–Phong,,1977
Cook–Torrance (microfacets),,1973
Ward anisotropic,,1989
Hanrahan–Krueger,,1995
Linda G. Shapiro and George C. Stockman (2001),,2001
Recursive Region Splitting,,1978
Barghout; Lauren Visual Taxometric approach,,2014
Dual clustering - Guberman,,2012
R. Nock and F. Nielsen Statistical Region Merging,,2004
Kass; Witkin and Terzopoulos,,1987
Chen's lambda-connected segmentation,,1991
S.L. Horowitz and T. Pavlidis - directed split and merge,,1974
David Mumford and Jayant Shah (1989),,1989
Geman and Geman Markov random fields,,1984
Iterated conditional modes algorithm,,1986
watershed transformation 1979,,1979
topological watershed,,1997
Florack and Kuijper,,2000
Bijaoui and Rué,,1995
Multi-scale MAP estimation - A. Bouman and M. Shapiro (2002),,2002
Multiple Resolution segmentation - J. Liu and Y. H. Yang (1994),,1994
Quasi-linear Topological watershed,,2005
Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),,2006
Coplanar facets merging - M.J. De Haemer and M.J. Zyda 1991,,1991
Coplanar facets merging - Hinker; P. and Hansen; C. 1993,,1993
Coplanar facets merging - Kalvin; A. D.; Cutting; C. B.; Haddad; B. and Noz; M. E. 1991,,1991
Coplanar facets merging - A.D. Kalvin and R.H. Taylor 1996,,1996
Controlled vertex/edge/face decimation - M.E. Algorri and F. Schmitt 1996,,1996
Controlled vertex/edge/face decimation - Guéziec 1996,,1996
Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,,1996
Controlled vertex/edge/face decimation - Hamann 1994,,1994
Controlled vertex/edge/face decimation - Cohen; J.; Varshney; A 1996,,1996
Re-tiling - Turk; G 1992,,1992
Vertex clustering - Rossignac; J. and Borrel; P. 1993,,1993
Vertex clustering - Low; K. L. and Tan; T. S 1997,,1997
Vertex clustering - Reddy 1996,,1996
Vertex clustering - Hoppe; H.; DeRose; T.;  1993,,1993
Vertex clustering - Rossignac; J. and Borrel; P. 1997,,1997
Wavelet-based - M.H. Gross; O.G. Staadt and R. Gatti 1996,,1996
Wavelet-based - D.J. Hebert and H-J. Kim 1995,,1995
Wavelet-based - Certain; A.; Popovic; J.; 1996,,1996
Wavelet-based - Eck; M.; DeRose; T.; 1995,,1995
Simplification via intermediate hierarchical rep-resentation - Andujar 1996,,1996
Simplification via intermediate hierarchical rep-resentation - He; T.; Hong; L.; Kaufman 1995,,1995
Simplification via intermediate hierarchical rep-resentation - He;  T.;  Hong;  1996,,1996
Hauskrecht; 2000;,,2000
 Pineau; Gordon; & Thrun; 2003; ,,2003
Braziunas & Boutilier; 2004; ,,2004
Poupart; 2005; ,,2005
Smith & Simmons; 2005; ,,2005
Spaan & Vlassis; 2005,,2005
Satia & Lave; 1973; ,,1973
Washington; 1997; ,,1997
Barto;Bradtke; & Singhe; 1995; ,,1995
Paquet; Tobin; & Chaib-draa; 2005; ,,2005
McAllester & Singh; 1999;,,1999
Bertsekas & Castanon; 1999; ,,1999
Shani; Brafman; & Shimony; 2005,,2005
Digital Differential Analyzer (DDA),"Hearn, Baker (1997) pg. 87",1983
Bresenham Algorithm,"Hearn, Baker (1997) pg. 88",1962
Blinn and Newell,,1976
 Nate Green,,1986
Sphere mapping,,1984
Heidrich; W.; and H.-P. Seidel,,1998
Emil Praun,,2003
Mauro Steigleder,,2005
HEALPix mapping Wong,,2008
Maximum a Posteriori Occupancy Mapping,,2004
FastSlam,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,2003
srba,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,2002
Probabilistic Convolution Tree,https://www.ncbi.nlm.nih.gov/pubmed/24626234,2014
Odd Even Sort Parallel  Implementation,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,1972
Spaghetti Sort Parallel Implementation,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,1984
Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,1997
Prakesh Ramanan,https://epubs.siam.org/doi/abs/10.1137/0225039,1996
Czumaj,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf,1993
Hsu and Du (Scheme 2),https://www.sciencedirect.com/science/article/pii/0022000084900254,1984
Apostolico and Guerra (HS1 Algorithm),https://link.springer.com/article/10.1007/BF01840365,1987
Kuo and Cross,https://dl.acm.org/citation.cfm?id=74702,1989
Rick,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,1995
Rick,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,1995
Hirschberg,https://dl.acm.org/citation.cfm?id=322044,1977
Hsu and Du (Scheme 1),https://www.sciencedirect.com/science/article/pii/0022000084900254,1984
Apostolico and Guerra (Algorithm 2),https://link.springer.com/article/10.1007/BF01840365,1987
Chin and Poon,https://dl.acm.org/doi/abs/10.5555/105582.105592,1991
Nakatsu et al.,https://link.springer.com/article/10.1007/BF00264437,1982
Miller and Myers,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102,1985
Wu et al.,https://publications.mpi-cbg.de/Wu_1990_6334.pdf,1990
Ahuja et al.,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf,1987
Robson,https://www.sciencedirect.com/science/article/pii/0196677486900325,1986
Schöning,https://ieeexplore.ieee.org/document/814612,1999
Hirsch,https://dl.acm.org/doi/10.5555/314613.314838,1998
Johnson,https://www.sciencedirect.com/science/article/abs/pii/0020019088900658,1988
Alon and Kahale,http://www.cs.tau.ac.il/~nogaa/PDFS/spectcolpr1.pdf,1997
Incremental convex hull algorithm; Michael Kallay,https://www.sciencedirect.com/science/article/pii/002001908490084X,1984
Bader & Cong Parallel Implementation ,https://www.sciencedirect.com/science/article/pii/S0743731506001262,2006
Special number field sieve,,1940
General number field sieve,http://www.ams.org/notices/199612/pomerance.pdf,1996
Shor's algorithm Quantum Implementation,https://ieeexplore.ieee.org/document/365700/,1994
Two-way String-Matching Algorithm,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,1991
String-Matching with Finite Automata,-,1940
Quick-Skip Searching,http://www.ijcte.org/papers/462-G1278.pdf,2012
Fast Hybrid Algorithm,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,2017
Backward Non-Deterministic DAWG Matching (BNDM),https://link.springer.com/chapter/10.1007/BFb0030778,1998
Commentz-Walter Algorithm,https://link.springer.com/chapter/10.1007/3-540-09510-1_10,1979
Aho–Corasick (AC) Algorithm,https://cr.yp.to/bib/1975/aho.pdf,1975
Boyer-Moore-Horspool (BMH),https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,1980
Raita Algorithm,https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,1991
BOM (Backward Oracle Matching),https://link.springer.com/chapter/10.1007/3-540-47849-3_18,1999
Apostolico–Giancarlo Algorithm,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,1986
Gapped BLAST,https://www.ncbi.nlm.nih.gov/pubmed/9254694,1997
Basic Local Alignment Search Tool (BLAST),https://www.ncbi.nlm.nih.gov/pubmed/2231712,1990
Nested loop join,-,1960
Sort merge join,-,1960
Hash join,-,1960
Ford–Fulkerson algorithm,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764,1956
Hopcroft–Karp algorithm,https://epubs.siam.org/doi/10.1137/0202019,1973
Mucha; Sankowski (planar),https://link.springer.com/article/10.1007/s00453-005-1187-5,2006
Madry's algorithm,https://arxiv.org/abs/1307.2205,2013
Chandran and Hochbaum,https://arxiv.org/abs/1105.1569,2011
Blum,https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf,1990
Gabow; Tarjan,https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,1991
"Mucha, Sankowski (general)",https://ieeexplore.ieee.org/document/1366244,2004
Klein (section 5),http://theory.stanford.edu/~virgi/cs267/papers/planar-sssp.pdf,1997
Diffie–Hellman key exchange,https://ieeexplore.ieee.org/document/1055638,1978
Elliptic-curve Diffie-Hellman (ECDH),https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14,2006
Dekker's algorithm,-,1963
Peterson's algorithm,https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf,1981
Naimi-Trehel's algorithm,https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416,1996
Chan-Singhal-Liu,https://ieeexplore.ieee.org/document/113817,1990
"Spielman, Teng ",https://dl.acm.org/doi/pdf/10.1145/1007352.1007372?casa_token=k60CrC_UJp0AAAAA:yGVve4fRNbftRM0P7aaEbq8OIlxa4nRy8-CjZErlGrBwBfPEt0ECHGYc8Ei48rdA9W9NoY73xC2W,2004
Vaidya,,1990
Gremban; Miller; Zagha,https://www.cs.cmu.edu/~glmiller/Publications/Papers/GrMiZa94-tr.pdf,1995
Bern; Gilbert;  Hendrickson,https://dl.acm.org/citation.cfm?id=1117896,2006
Boman; Hendrickson,https://epubs.siam.org/doi/10.1137/S0895479801390637,2003
Boman; Chen; Hendrickson; Toledo,https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.343,2004
Koutis; Miller and Peng,https://arxiv.org/abs/1102.4842,2010
Koutis; Miller and Peng,https://arxiv.org/abs/1003.2958,2011
Blelloch; Koutis;  Miller; Tangwongsan,https://ieeexplore.ieee.org/document/5644892,2010
Briggs; Henson; McCormick,http://www.math.ust.hk/~mamu/courses/531/tutorial_with_corrections.pdf,2000
Kelner; Orecchia; Sidford; Zhu,https://arxiv.org/pdf/1301.6628.pdf,2013
