link,name,year,title,DOI,,,,,,,
https://onlinelibrary.wiley.com/doi/10.1002/net.3230180309,Lawler; E. L.,1985,,,,,,,,,
https://pubsonline.informs.org/doi/abs/10.1287/ijoc.3.4.376,TSPLIB,1991,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0113067,9-point Tensor product,1964,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0113067,9-point Tensor product,1964,,,,,,,,,
https://link.springer.com/article/10.1007/PL00009464,Flipping algorithm,1999,,,,,,,,,
https://web.archive.org/web/20091028054315/http://www.cs.uu.nl/geobook/interpolation.pdf,de Berg; Cheong,2008,,,,,,,,,
https://academic.oup.com/comjnl/article/24/2/167/338200,Bowyer–Watson algorithm,1981,,,,,,,,,
https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,Belloch,2006,,,,,,,,,
http://www.geom.uiuc.edu/~samuelp/del_project.html,Guibas; Stofli,1985,,,,,,,,,
https://dl.acm.org/doi/10.1145/142675.142695,Fortune,1992,,,,,,,,,
http://www.s-hull.org/paper/s_hull.pdf,S-hull (Sinclair),2010,,,,,,,,,
https://link.springer.com/article/10.1007/BF01840356,Dwyer,1987,,,,,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6313167, Katajainen and M. Koppinen,1988,,,,,,,,,
https://web.archive.org/web/20120308043808/http://www.cs.berkeley.edu/~jrs/meshpapers/SuDrysdale.pdf,Drysdale; Su,1996,,,,,,,,,
https://link.springer.com/article/10.1007/BF02574694,Dwyer (higher dimensions),1987,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/7497130,"de Bruijn Graph (Idury, Waterman)",1994,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/7497129,String Graph (Myers),1994,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2881401/pdf/btq217.pdf,"String Graph with Ferragina–Manzini Index (Simpson, Durbin)",2010,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0166218X92900315,Brute force algorithm,1967,,,,,,,,,
https://www.aaai.org/Papers/Workshops/1993/WS-93-02/WS93-02-017.pdf,Schlimmer,1993,,,,,,,,,
https://doi.org/10.1016/0950-5849(92)90028-N,Liu,1992,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0166218X92900315,Räihä; Manilla,1992,,,,,,,,,
https://dl.acm.org/doi/10.1145/509404.509414,Catriel Beeri Ronald Fagin John H. Howard,1977,,,,,,,,,
http://bud.cs.uky.edu/~goldsmit/papers/NondetWithinP.pdf,Sam Buss ,1993,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.7.4800&rep=rep1&type=pdf,Chen; I. Kanj; and W. Jia.,2001,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.136.4409&rep=rep1&type=pdf,Chandran and F. Grandoni,2004,,,,,,,,,
https://www.cs.lafayette.edu/~gexia/research/mfcs06.pdf,Chen; I. Kanj; and W. Jia.,2006,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-0037(200007)35:4%3C253::AID-NET3%3E3.0.CO;2-K,J. Chen; L. Liu; and W. Jia.,2000,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.711.8844,Balasubramanian; Fellows,1996,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0022000096900586,Papadimitriou and M Yannakakis,1996,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.69.1933&rep=rep1&type=pdf,"Niedermeier, Rossmanith",1999,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.12.4079&rep=rep1&type=pdf,Downey,1998,,,,,,,,,
https://core.ac.uk/download/pdf/158319955.pdf,Cocke–Younger–Kasami algorithm,1968,,,,,,,,,
https://linkinghub.elsevier.com/retrieve/pii/S0022000075800468,Valiant,1975,,,,,,,,,
https://web.archive.org/web/20040708052627/http://www-2.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-55/lti/Courses/711/Class-notes/p94-earley.pdf,Earley parser,1968,,,,,,,,,
https://link.springer.com/chapter/10.1007%2F978-3-662-21545-6_18,GLR parser,1974,,,,,,,,,
http://www.vldb.org/conf/1994/P487.PDF,A-Priori algorithm,1994,,,,,,,,,
https://dl.acm.org/doi/abs/10.1145/568271.223813,The Algorithm of Park; Chen; and Yu (PCY),1995,,,,,,,,,
http://ilpubs.stanford.edu:8090/423/,The Multistage Algorithm,1999,,,,,,,,,
http://ilpubs.stanford.edu:8090/423/,The Multihash Algorithm,1999,,,,,,,,,
https://doi.org/10.1109/TIT.2009.2016040,Gupta; Verdu,2009,,,,,,,,,
https://doi.org/10.1109%2FT-C.1974.223784,Discrete Cosine Transform,1974,,,,,,,,,
https://ieeexplore.ieee.org/document/1523592,Maneva and M. J. Wainwright,2005,,,,,,,,,
https://arxiv.org/abs/cond-mat/0504509, Ciliberti; Mézard,2005,,,,,,,,,
https://doi.org/10.1109/TIT.2003.815805,Matsunaga; Yamamoto,2003,,,,,,,,,
https://ieeexplore.ieee.org/document/5474629/,Sun; M. Shao; J. Chen; K. Wong; and X. Wu,2010,,,,,,,,,
https://www.semanticscholar.org/paper/Lossy-Data-Compression-over-Zq-by-LDPC-Code-Miyake/652f0438118898b63126f7261ec4cd2002ff0e0b,Miyake 2006,2006,,,,,,,,,
https://arxiv.org/abs/cs/0602046,Martinian and M. J. Wainwright,2006,,,,,,,,,
https://web.stanford.edu/~tsachy/pdf_files/Lossy%20Source%20Coding%20via%20Markov%20Chain%20Monte%20Carlo.pdf,Jalali and T. Weissman,2008,,,,,,,,,
https://authors.library.caltech.edu/17983/1/Jalali2010p7459Ieee_T_Inform_Theory.pdf,Jalali; A. Montanari; and T. Weissman,2010,,,,,,,,,
https://arxiv.org/pdf/0903.0307.pdf,Korada and R. Urbanke;,2010,,,,,,,,,
https://ieeexplore.ieee.org/document/6768643/,Berlekamp's algorithm,1967,,,,,,,,,
https://www.ams.org/journals/mcom/1981-36-154/S0025-5718-1981-0606517-5/home.html,Cantor–Zassenhaus algorithm,1981,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/0020019090901954,Victor Shoup's algorithm,1990,,,,,,,,,
https://ieeexplore.ieee.org/document/1054260,Berlekamp–Massey algorithm,1969,,,,,,,,,
http://www.eecs.harvard.edu/cs286r/courses/fall09/papers/galeshapley.pdf,Gale–Shapley algorithm,1962,,,,,,,,,
http://www.dcs.gla.ac.uk/~pat/jchoco/roommates/papers/Comp_sdarticle.pdf,Irving's Algorithm,1985,,,,,,,,,
http://www.dcs.gla.ac.uk/~davidm/pubs/7981.pdf,Manlove; Malley,2005,,,,,,,,,
http://www.dcs.gla.ac.uk/~pat/roommates/distribution/papers/SM2N.pdf,Unsworth; C.; Prosser; P,2005,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/000437029290020X,Hentenryck et. al.,1992,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-45578-7_16,Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M.,2001,,,,,,,,,
https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2,Patrick Posser,2014,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/BF02136029.pdf,S. S. TSENG and R. C. T. LEE,1984,,,,,,,,,
http://theory.stanford.edu/~megiddo/pdf/soda94.pdf,"Tomas Feder, Nimrod Megiddoy, Serge A Plotki",1994,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf,Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D.,2011,,,,,,,,,
https://dl.acm.org/citation.cfm?id=1441766,Weiner's algorithm,1973,,,,,,,,,
https://www.cs.helsinki.fi/u/ukkonen/SuffixT1withFigs.pdf,Ukkonen,1995,,,,,,,,,
https://link.springer.com/article/10.1007/BF01769703,Ukkonen and D. Wood,1993,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0022000097914963,Hariharan,1997,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/3-540-57811-0_3.pdf,Süleyman Cenk Sahinalp ; Uzi Vishkin,1994,,,,,,,,,
https://www.cs.rutgers.edu/~farach/pubs/PRAMSuffixICALP.pdf,Farach,1997,,,,,,,,,
https://www.researchgate.net/publication/228945502_On_parallel_transformations_of_suffix_arrays_into_suffix_trees,Rytter,2004,,,,,,,,,
http://libeccio.di.unisa.it/TdP/suffix.pdf,McCreight,1976,,,,,,,,,
https://courses.cs.washington.edu/courses/cse590q/04au/papers/Felligi69.pdf,Fellegi & Sunter Model,1969,,,,,,,,,
https://doi.org/10.14778/1687627.1687661,Gupta & Sarawagi CRF,2009,,,,,,,,,
https://courses.cs.washington.edu/courses/cse590q/04au/papers/WinklerEM.pdf,EM Based Winkler,2000,,,,,,,,,
https://arxiv.org/abs/1207.4180,Ravikumar & Cohen Generative Models,2004,,,,,,,,,
https://dl.acm.org/doi/10.1145/2339530.2339707,Bellare Active Learning,2012,,,,,,,,,
https://doi.org/10.1016/B978-155860869-6/50058-5,Ananthakrishna,2002,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/016794739390116B,BOYS algorithm,1993,,,,,,,,,
https://doi.org/10.1145%2F321892.321896,Manacher,1975,,,,,,,,,
https://doi.org/10.1007%2FBF01182773,Jeuring,1994,,,,,,,,,
https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3,Gusfield ,1997,,,,,,,,,
https://dl.acm.org/doi/10.1145/236114.236117,Demand-Driven Register Allocation,1996,,,,,,,,,
https://dl.acm.org/doi/10.1145/321607.321620,Sethi–Ullman Algorithm,1970,,,,,,,,,
https://dl.acm.org/doi/10.1145/800061.808746,Babai and Luks,1983,,,,,,,,,
https://epubs.siam.org/doi/10.1137/0209018,Babai,1980,,,,,,,,,
https://www.cs.yale.edu/homes/spielman/PAPERS/srg.pdf,Spielman,1996,,,,,,,,,
http://users.cecs.anu.edu.au/~bdm/papers/pgi.pdf,McKay,1981,,,,,,,,,
https://dl.acm.org/doi/10.1145/321958.321963,Schmidt & Druffel,1976,,,,,,,,,
https://dl.acm.org/doi/10.1145/321921.321925,Ullman,1976,,,,,,,,,
"http://people.cs.uchicago.edu/~laci/update.html, http://people.cs.uchicago.edu/~laci/17groups/version2.1.pdf",Babai,2017,,,,,,,,,
https://londmathsoc.onlinelibrary.wiley.com/doi/abs/10.1112/S0024611503014412,Muzychuk,2004,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0196677490900135,Bodlaender,1990,,,,,,,,,
https://oa.mg/work/10.1109/focs.2008.80,Babai & Codenotti,2008,,,,,,,,,
https://linkinghub.elsevier.com/retrieve/pii/0012365X7390037X,Kleitman–Wang Algorithm,1973,,,,,,,,,
https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/properties-of-a-class-of-01matrices-covering-a-given-matrix/9A3857D219511017536142BD7F132C91,Fulkerson–Chen–Anstee,1982,,,,,,,,,
https://arxiv.org/abs/1203.3636,Berger & Müller-Hannemann,2011,,,,,,,,,
https://link.springer.com/article/10.1023/A:1009761603038,Sorted Neighborhood Algorithm (SNA),1998,,,,,,,,,
https://dl.acm.org/doi/10.1145/956750.956759,Adaptive Duplicate Detection Algorithm (ADD),2003,,,,,,,,,
https://link.springer.com/article/10.1134/S0965542508040039,B.I. Kvasov,2008,,,,,,,,,
https://www.mathnet.ru/eng/zvmmf2544,V. A. Lyul’ka and A. V. Romanenko,1994,,,,,,,,,
http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=zvmmf&paperid=943&option_lang=eng,V. A. Lyul’ka and I. E. Mikhailov,2003,,,,,,,,,
https://link.springer.com/article/10.1023/A:1018988312596,"P. Costantini, B. I. Kvasov, and C. Manni",1999,,,,,,,,,
http://sutir.sut.ac.th:8080/sutir/bitstream/123456789/431/1/bib115.pdf,B. I. Kvasov,2000,,,,,,,,,
https://dl.acm.org/doi/10.1145/218380.218440,ECK M.; DEROSE T.; DUCHAMP T.; 1995,1995,,,,,,,,,
http://www.cs.jhu.edu/~misha/Fall09/Floater97.pdf,FLOATER 1997,1997,,,,,,,,,
http://www.cs.jhu.edu/~misha/Fall09/Pinkall93.pdf,PINKALL U.; POLTHIER K 1993,1993,,,,,,,,,
https://www.ams.org/journals/mcom/2003-72-242/S0025-5718-02-01466-7/S0025-5718-02-01466-7.pdf,FLOATER 2003,2003,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/S0097849302001231,LEE Y.; KIM H. S.; LEE S 2002,2002,,,,,,,,,
https://dl.acm.org/doi/10.1145/566654.566588,DESBRUN M.; MEYER M.; ALLIEZ P. 2002,2002,,,,,,,,,
https://members.loria.fr/Bruno.Levy/papers/LSCM_SIGGRAPH_2002.pdf,LÉVY B.; PETITJEAN S.; RAY N.; MAILLOT J 2002,2002,,,,,,,,,
https://dash.harvard.edu/bitstream/handle/1/2634388/Gortler_FreeBoundary.pdf?sequence=2&isAllowed=y,KARNI Z.; GOTSMAN C.; GORTLER S. J. 2005,2005,,,,,,,,,
https://www.semanticscholar.org/paper/MIPS%3A-An-Efficient-Global-Parametrization-Method-Hormann-Greiner/a2f7f69b37565eb2729b45a7d72c6aae2e4908b8,HORMANN K.; GREINER G 1999,1999,,,,,,,,,
https://link.springer.com/article/10.1007/PL00013391,SHEFFER A.; DE STURLER E. 2000,2000,,,,,,,,,
https://hal.inria.fr/inria-00105689/document,SHEFFER A.; LÉVY B.; MOGILNITSKY M.; BOGOMYAKOV A. 2005,2005,,,,,,,,,
https://dl.acm.org/doi/10.5555/1281991.1282010,ZAYER R.; LÉVY B.; SEIDEL H.-P. 2007,2007,,,,,,,,,
https://dl.acm.org/doi/pdf/10.1145/383259.383307,SANDER P. V.; SNYDER J.; GORTER S. J.; HOPPE 2001,2001,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.226.1150&rep=rep1&type=pdf,ZAYER R.; ROESSL C.; SEIDEL H.-P 2005,2005,,,,,,,,,
https://www.researchgate.net/profile/Alexander_Belyaev5/publication/47861414_A_fast_and_simple_stretch-minimizing_mesh_parameterization/links/5b962a6292851c78c40c0c3f/A-fast-and-simple-stretch-minimizing-mesh-parameterization.pdf,YOSHIZAWA S.; BELYAEV A. G.; SEIDEL H.-P 2004,2004,,,,,,,,,
https://dl.acm.org/doi/10.1145/1236246.1236287,CHEN Z. G.; LIU L. G.; ZHANG Z. Y.; WANG G. J. 2007,2007,,,,,,,,,
http://www.cs.technion.ac.il/~gotsman/AmendedPubl/Miri/EG08_Conf.pdf,BEN-CHEN M.; GOTSMAN C.; BUNIN G. 2008,2008,,,,,,,,,
https://dl.acm.org/doi/10.1145/1399504.1360676,SPRINGBORN B.; SCHROEDER P.; PINKALL U. 2008,2008,,,,,,,,,
https://www.jstor.org/stable/2984875,Expectation-Maximization (EM) algorithm,1977,,,,,,,,,
https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/1467-9868.00083,EM with Quasi-Newton Methods (Jamshidian; Mortaza; Jennrich; Robert I.),1997,,,,,,,,,
http://www.stat.ucla.edu/~ywu/research/papers/PXEM.pdf,Parameter-expanded expectation maximization (PX-EM),1998,,,,,,,,,
https://academic.oup.com/biomet/article-abstract/80/2/267/251605?redirectedFrom=fulltext,Expectation conditional maximization (ECM),1993,,,,,,,,,
https://www.jstor.org/stable/2337067,Expectation conditional maximization either (ECME) (Liu; Chuanhai; Rubin; Donald B),1994,,,,,,,,,
https://waseda.pure.elsevier.com/en/publications/the-%CE%B1-em-algorithm-surrogate-likelihood-maximization-using-%CE%B1-loga,α-EM Algorithm,2003,,,,,,,,,
https://faculty.cc.gatech.edu/~bboots3/files/SpectralExteriorPoint-NIPSWorkshop.pdf,Shaban; Amirreza; Mehrdad; Farajtabar,2015,,,,,,,,,
https://ieeexplore.ieee.org/abstract/document/7895145,"alpha-HMM (Matsuyama, Yasuo)",2011,,,,,,,,,
https://ieeexplore.ieee.org/document/1098671,Kushner non-linear filter,1967,,,,,,,,,
https://link.springer.com/article/10.1007/BF00536382,Zakai,1969,,,,,,,,,
https://ieeexplore.ieee.org/abstract/document/661075,Damiano Brigo; Bernard Hanzon and François LeGland,1998,,,,,,,,,
https://projecteuclid.org/journals/annals-of-applied-probability/volume-8/issue-2/Measure-valued-processes-and-interacting-particle-systems-Application-to-nonlinear/10.1214/aoap/1028903535.full,Del Moral; Pierre,1998,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-1-4612-1784-8_28,Ocone,1999,,,,,,,,,
https://www.jstor.org/stable/24900506,Bellman Value Iteration (VI),1957,,,,,,,,,
http://web.mit.edu/dimitrib/www/dpchapter.pdf,Howard Policy Iteration (PI),1960,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-3-662-04565-7_13,Integer linear program Vazirani,2001,,,,,,,,,
https://dl.acm.org/doi/10.1145/237814.237991,Greedy Algorithm,1996,,,,,,,,,
https://doi.org/10.1145%2F185675.306789,Lund & Yannakakis,1994,,,,,,,,,
https://courses.cs.duke.edu/spring07/cps296.2/papers/p634-feige.pdf,Feige,1998,,,,,,,,,
https://dl.acm.org/doi/10.1145/258533.258641,Raz & Safra,1997,,,,,,,,,
https://www.dsteurer.org/paper/productgames.pdf,Dinur & Steurer,2013,,,,,,,,,
https://www.semanticscholar.org/paper/An-efficient-distributed-algorithm-for-computing-Cardoso-Abreu/ce32696c1176800c5b90fab026bf93f282e2b161,Cardoso; Nuno; Abreu; Rui,2014,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/9719638,Helden Oligo-Analysis,1998,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC102821/,van Helden J; Rios AF; Collado-Vides J,2000,,,,,,,,,
https://www.aaai.org/Papers/ISMB/1999/ISMB99-030.pdf,Tompa M,1999,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/10977095,Sinha S; Tompa M YMF (Yeast Motif Finder),2000,,,,,,,,,
https://link.springer.com/article/10.1007/BF00993379,Bailey TL; Elkan C MEME,1995,,,,,,,,,
https://link.springer.com/chapter/10.1007/BFb0054337,Sagot M,1988,,,,,,,,,
https://www.worldscientific.com/doi/10.1142/S0219720004000466,Liang Cwinnower,2003,,,,,,,,,
https://link.springer.com/chapter/10.1007/11780441_22,Kingsford,2006,,,,,,,,,
http://rosalind.info/problems/ba3m/,Naive,1940,,,,,,,,,
https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf,The INDEGREE Algorithm,1997,,,,,,,,,
http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf,The PAGERANK Algorithm,1998,,,,,,,,,
https://dl.acm.org/doi/pdf/10.1145/324133.324140,The (Hyperlink-Induced Topic Search) HITS Algorithm,1998,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7341&rep=rep1&type=pdf,Kleinberg,1998,,,,,,,,,
https://dl.acm.org/doi/abs/10.1145/382979.383041,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,2000,,,,,,,,,
https://dl.acm.org/doi/pdf/10.1145/383952.384003,Randomized HITS,2001,,,,,,,,,
http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf,PHITS Coheng Chan,2000,,,,,,,,,
http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf,Haveliwala,2002,,,,,,,,,
http://infolab.stanford.edu/~glenj/spws.pdf,Jeh and Widom,2003,,,,,,,,,
https://homes.cs.washington.edu/~pedrod/papers/nips01b.pdf, Richardson and Domingos,2002,,,,,,,,,
https://dl.acm.org/doi/10.1145/775152.775202,Tomlin,2003,,,,,,,,,
https://homes.cs.washington.edu/~karlin/papers/web-search.pdf,Achlioptas,2001,,,,,,,,,
https://web.stanford.edu/class/cs240/readings/89-leases.pdf,Leases (Cary G Gray and David R Cheriton),1989,,,,,,,,,
https://dl.acm.org/doi/10.5555/1298455.1298487,Chubby (Mike Burrows),2006,,,,,,,,,
https://www.cs.utexas.edu/~lorenzo/corsi/cs380d/papers/p225-chandra.pdf,Tushar Deepak Chandra and Sam Toueg,1996,,,,,,,,,
https://dl.acm.org/doi/pdf/10.1145/368637.368653,Ray casting algorithm Shimrat; M,1962,,,,,,,,,
https://doi.org/10.1007/BF01934125,Nordbeck and Rystedt (Grid Method),1967,,,,,,,,,
https://doi.org/10.1016/0098-3004(78)90085-7,Salomon (Swath Method),1978,,,,,,,,,
https://doi.org/10.1007/BF01934125,Nordbeck and Rystedt (Sum of area),1967,,,,,,,,,
http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,Preparata and Shamos (Wedge),1985,,,,,,,,,
https://doi.org/10.1080/02693798708927823,Saalfeld (Sign of offset),1987,,,,,,,,,
http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,Preparata and Shamos (Intersection sum of angle),1985,,,,,,,,,
https://doi.org/10.1007/BF01934125,Nordbeck and Rystedt (Orientation),1967,,,,,,,,,
https://ieeexplore.ieee.org/document/1281624,ASP,2005,,,,,,,,,
https://www.researchgate.net/publication/224306349_Clock-Sampling_Mutual_Network_Synchronization_for_Mobile_Multi-hop_Wireless_Ad_Hoc_Networks,Clock-sampling mutual network synchronization,2007,,,,,,,,,
https://ieeexplore.ieee.org/document/4359404,MATSF,2004,,,,,,,,,
http://rosalind.info/problems/ba1n/,Iterative naive,1940,,,,,,,,,
https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf,Motwani & Raghavan,1995,,,,,,,,,
http://lib.ysu.am/open_books/413311.pdf,Mitzenmacher & Upfal,2005,,,,,,,,,
https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf,"Khuller; Raghavachari & Young, ""Greedy Methods""",2007,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button,Ausiello et al.,2003,,,,,,,,,
https://pubsonline.informs.org/doi/epdf/10.1287/ijoc.2017.0798,Dunning; Gupta & Silberholz,2018,,,,,,,,,
https://arxiv.org/abs/1504.00513,Ruchansky,2015,,,,,,,,,
https://www.ams.org/journals/mcom/1968-22-103/S0025-5718-1968-0226829-0/S0025-5718-1968-0226829-0.pdf,Bareiss algorithm,1968,,,,,,,,,
https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf,Ferguson–Forcade algorithm,1979,,,,,,,,,
https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,LLL algorithm,1982,,,,,,,,,
https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf,PSOS algorithm,1988,,,,,,,,,
https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf,PSLQ algorithm,1992,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-63307-3_56,Amir et al.,1997,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0304397599003333,Navarro,2000,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/26589280,HybridSpades,2015,,,,,,,,,
https://www.biorxiv.org/content/10.1101/124941v1.full,V-ALIGN,2018,,,,,,,,,
https://www.biorxiv.org/content/10.1101/216127v1,Rautiainen and Marschall,2017,,,,,,,,,
https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,"Jain, Chang",2019,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/30851095,"Rautiainen, Marschall",2019,,,,,,,,,
https://doi.org/10.1090/pspum/020,Baby-step Giant-step,1971,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0890540198927614,Function Field Sieve (FFS),1999,,,,,,,,,
http://www.ams.org/notices/199612/pomerance.pdf,Number Field Sieve (NFS),1990,,,,,,,,,
https://dl.acm.org/citation.cfm?id=2269283,Pohlig-Hellman,1978,,,,,,,,,
https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,Pollard's rho algorithm,1978,,,,,,,,,
https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,Pollard's kangaroo algorithm,1978,,,,,,,,,
https://ieeexplore.ieee.org/document/4567957,"Guibas, Sedgewick Red-Black Tree",1972,,,,,,,,,
https://ieeexplore.ieee.org/document/4567957,"Guibas, Sedgewick Red-Black Tree",1972,,,,,,,,,
https://ieeexplore.ieee.org/document/4567957,"Guibas, Sedgewick Red-Black Tree",1972,,,,,,,,,
https://ieeexplore.ieee.org/document/4567957,"Guibas, Sedgewick Red-Black Tree",1972,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1972,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1972,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1978,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1979,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1980,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1980,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1981,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1986,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",1990,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",2014,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0201008,"Aho, Garey & Ullman",2014,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0167642389900397,"Gries, Martin",1989,,,,,,,,,
https://dl.acm.org/citation.cfm?id=1243380,Dijkstra,1972,,,,,,,,,
http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf,"Rivin, Zabih",1992,,,,,,,,,
https://books.google.com/books/about/Topics_in_Graph_Theory.html?id=pSv3XotPCQgC,Hanoi graph,2008,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-60590-8_7,RC5,1994,,,,,,,,,
https://csrc.nist.gov/csrc/media/projects/cryptographic-standards-and-guidelines/documents/aes-development/rijndael-ammended.pdf,Rijndael / AES,2001,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-58108-1_24,Blowfish,1993,,,,,,,,,
https://www.jstor.org/stable/2004623?origin=crossref&seq=5#metadata_info_tab_contents,Bjorck,1970,,,,,,,,,
https://academic.oup.com/imajna/article/8/4/473/758789?login=true,Higham,1988,,,,,,,,,
https://link.springer.com/article/10.1007/BF01990529,"Calvetti, Reichel",1993,,,,,,,,,
https://arxiv.org/abs/0910.0095,Binary GCD algorithm,1967,,,,,,,,,
https://hal.inria.fr/file/index/docid/71533/filename/RR-5050.pdf,"Sthele, Zimmermann",2006,,,,,,,,,
https://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF,Banker's Algorithm,1966,,,,,,,,,
https://www.researchgate.net/profile/Gyanendra-Kumar-3/publication/319467661_A_Novel_Longest_Distance_First_Page_Replacement_Algorithm/links/59b209f1aca2728472d14684/A-Novel-Longest-Distance-First-Page-Replacement-Algorithm.pdf,Longest distance first (LDF) page replacement algorithm,2017,,,,,,,,,
