Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
18,Integer Factoring,1,First Category Integer Factoring,196,,,1,1,O(2^{(n)}),,,[https://www.jstor.org/stable/2007633?origin=crossref Williams' p + 1 algorithm (1982)],Williams' p + 1 algorithm,1982,https://www.jstor.org/stable/2007633?origin=crossref,,,,0,0,8,n: 8,$O(2^n)$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which are expressed in mod N,1,0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,Inf,1,,,,,,,,1,,,Numerical Analysis
18,Integer Factoring,1,First Category Integer Factoring,197,,,1,1,O(e^{(sqrt((1+o(1))n*log n))}),,,[https://www.jstor.org/stable/1971363?origin=crossref&seq=1 Lenstra elliptic curve factorization (1987)],Lenstra elliptic curve factorization,1987,https://www.jstor.org/stable/1971363?origin=crossref&seq=1,,,,0,0,8,n: 8,$O(e^{(\sqrt((1+o(1))n*log n))})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which are expressed in mod N,1,0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,22542392121,Inf,,,,,,,,1,,,Numerical Analysis
18,Integer Factoring,1,First Category Integer Factoring,198,,,1,1,O(2^n)?,,,[https://archive.org/details/oeuvresdefermat02ferm Fermat's factorization method (1894)],Fermat's factorization method,1894,https://archive.org/details/oeuvresdefermat02ferm,1,1,https://www.geeksforgeeks.org/fermats-factorization-method/,1,0,8,n: 8,$O(2^n)$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which require at most O(n) bits,1,0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,22387211385,Inf,,5.01E+20,Inf,,1.12E+31,Inf,,1,,,Numerical Analysis
18,Integer Factoring,1,First Category Integer Factoring,199,,,1,1,O(2^{(n/2)})?,,,[- Euler's factorization method (1940)],Euler's factorization method,1940,-,,,,0,0,8,n: 8,$O(2^{(n/2)})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n),constant number of values which require at most O(n) bits,1,0,,0,,0,,0,0,,0,0,https://archive.org/details/numbertheoryitsh0000orey/page/59,whose running time depends on the size of smallest prime factor.,,,,,,,,,,Inf,1,,,,,,,,1,,,Numerical Analysis
19,Integer Factoring,1,Second Category Integer Factoring,201,,,1,1,O(e^{(2 sqrt(2) sqrt(n*logn))}),,,[https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html Dixon's algorithm (1981)],Dixon's algorithm,1981,https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html,,,,0,0,8,n: 8,$O(e^{(2 \sqrt(2) \sqrt(n*logn))})4,"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,There are pi(B) = O(B/log B) primes in the factor base; need pi(B)+1=O(B/log B) relations involving an integer (which doesn't need to be kept track of) and a pi(B)-bit string of exponents. Also need O(n) bits to perform other computations. Rest is irrelevant asymptotically,1,0,,0,,0,,0,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,2,,,Numerical Analysis
19,Integer Factoring,1,Second Category Integer Factoring,202,,,1,1,O(e^{sqrt(2n*logn)}),,,[https://www.ams.org/journals/bull/1931-37-10/S0002-9904-1931-05271-X/home.html Continued fraction factorization (CFRAC) (1931)],Continued fraction factorization (CFRAC),1931,https://www.ams.org/journals/bull/1931-37-10/S0002-9904-1931-05271-X/home.html,,,,1,0,8,n: 8,$O(e^{\sqrt(2n*logn)})$,"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,Same as above? assuming there is a bound parameter implemented,1,0,,0,,0,,0,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,3395.232193,1,,497271.0145,1,,27199045.33,1,,4,,,Numerical Analysis
19,Integer Factoring,1,Second Category Integer Factoring,203,,,1,1,-,,,[https://www.semanticscholar.org/paper/Analysis-and-comparison-of-some-integer-factoring-Pomerance/134b7b065a73d4ca00bb16c7b8bebbde951b0ba0 Quadratic sieve (1981)],Quadratic sieve,1981,https://www.semanticscholar.org/paper/Analysis-and-comparison-of-some-integer-factoring-Pomerance/134b7b065a73d4ca00bb16c7b8bebbde951b0ba0,,,,0,0,#VALUE!,,-,"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,Same general approach as Dixon's algorithm,1,0,,0,,0,,0,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
19,Integer Factoring,1,Second Category Integer Factoring,204,,,1,1,O(e^{sqrt((2+o(1))n*logn)}),,,[https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf Rational sieve (1993)],Rational sieve,1993,https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf,,,,0,0,8,n: 8,O(e^{sqrt((2+o(1))n*logn)}),"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,Same general approach as Dixon's algorithm,1,0,,0,,0,,0,1,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
19,Integer Factoring,1,Second Category Integer Factoring,206,,,1,1,O(2^{(n/4)}),,,[https://www.ams.org/journals/mcom/2008-77-261/S0025-5718-07-02010-8/S0025-5718-07-02010-8.pdf Shanks's square forms factorization (SQUFOF) (2007)],Shanks's square forms factorization (SQUFOF),2007,https://www.ams.org/journals/mcom/2008-77-261/S0025-5718-07-02010-8/S0025-5718-07-02010-8.pdf,,,,0,0,8,n: 8,$O(2^{n/4})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,Constant number of O(n)-bit integers,1,0,,0,,0,,0,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
20,LU Decomposition,0.001,Square Matrix LU Decomposition,208,,,1,1,O(nlogn),,,[ Closed formula (1975)],Closed formula,1975,,,,,1,3->5,2.51,"n: 4,
n^2: 2.51",$O(n \log n)$,n: dimension of square matrix,n^2,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,9965,100351.2293,,,#DIV/0!,,,#DIV/0!,,3,,,Numerical Analysis
20,LU Decomposition,2,Rectangular Matrix LU Decomposition,211,,,1,0,O(n^3),,,[https://www.sciencedirect.com/science/article/pii/S1063520316300069 Randomized LU Decomposition (2016)],Randomized LU Decomposition,2016,https://www.sciencedirect.com/science/article/pii/S1063520316300069,,,,0,0,4.5,"n: 6,
mn: 4.5",O(n^3),"$m$: number of rows in input matrix
$n$: number of columns in input matrix
$l$: number of columns chosen to use in the decomposition ($l \geq k$)
$k$: desired rank of decomposition",mn,,,Word RAM,words,3,"n: 3,
m: 3,
l: 3,
mn: 3",$\tilde{O}(nl + ml)$,Derived: Two intermediate auxiliary matrices of sizes $n \times l$ and $m \times l$ for the input matrix of size $m \times n$,1,0,,1,Monte Carlo,1,See Theorem 4.3 in original paper for error bound,0,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,1000000000,1,,,,,,,,3,There are 4 different algorithms in this paper,,Numerical Analysis
20,LU Decomposition,0.001,Square Matrix LU Decomposition,213,,,1,1,O(nlogn),,,[ David (2006)],David,2006,,,,,0,0,2.51,"n: 4,
n^2: 2.51",$O(n \log n)$,n: dimension of square matrix,n^2,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,1,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,9965,100351.2293,,,,,,,,3,,,Numerical Analysis
20,LU Decomposition,2,Square Matrix LU Decomposition,214,,,1,1,O(n^3),,,"[https://books.google.com/books?hl=en&lr=&id=1aAOdzK3FegC&oi=fnd&pg=PA1&dq=Teukolsky#v=onepage&q=Teukolsky&f=false Press, Teukolsky, Flannery (2007)]","Press, Teukolsky, Flannery",2007,https://books.google.com/books?hl=en&lr=&id=1aAOdzK3FegC&oi=fnd&pg=PA1&dq=Teukolsky#v=onepage&q=Teukolsky&f=false,,,,0,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: dimension of square matrix,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$\tilde{O}(n)$,"Derived: The only auxiliary structure used is a list called ""vv"" that has one entry per row of the input matrix to store some sort of scaling metric",1,0,,0,,0,,1,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,9965,100351.2293,,,,,,,,3,,,Numerical Analysis
21,Informed Search,2,Informed Search,216,,,1,1,O(b^d),,,[ Greedy Best-First Search (1959)],Greedy Best-First Search,1959,,1,1,https://www.cs.cmu.edu/afs/cs/project/jair/pub/volume28/coles07a-html/node11.html,1,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,Word RAM,words,8,"b: 7,
d: 8",O(b^d),https://en.wikipedia.org/wiki/Breadth-first_search: Stores all generated nodes in memory,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Breadth-first_search,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Robotics
21,Informed Search,0.001,,219,,,1,1,O(b^d),,,[ Incremental Heuristic Search (1968)],Incremental Heuristic Search,1968,,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,#VALUE!,,,,,,,0,,0,,1,0,,0,0,https://en.wikipedia.org/wiki/Incremental_heuristic_search,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,,,,,,,1,,,Robotics
21,Informed Search,2,Informed Search,220,,,1,1,O(b^d),,https://webdocs.cs.ualberta.ca/~holte/Publications/aaai11PeterYapFinal.pdf for experimental results,[https://webdocs.cs.ualberta.ca/~holte/Publications/aaai11PeterYapFinal.pdf Block A* (2011)],Block A*,2011,https://webdocs.cs.ualberta.ca/~holte/Publications/aaai11PeterYapFinal.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,Word RAM,words,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1,0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,,,,,,,1,,,Robotics
21,Informed Search,2,Informed Search,221,,,1,1,O(b^d),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.15.3683 D* (1994)],D*,1994,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.15.3683,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,Word RAM,words,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1,0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,,,,,,,1,,,Robotics
21,Informed Search,2,Informed Search,222,,,1,1,O(b^d),,,[https://www.ri.cmu.edu/pub_files/pub4/ferguson_david_2006_3/ferguson_david_2006_3.pdf Field D* (2006)],Field D*,2006,https://www.ri.cmu.edu/pub_files/pub4/ferguson_david_2006_3/ferguson_david_2006_3.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,Word RAM,words,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1,0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,,,,,,,1,,,Robotics
21,Informed Search,2,Informed Search,223,,,1,1,O(b^d),,,[ Fringe (2005)],Fringe,2005,,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,Word RAM,words,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1,0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,Inf,1,,,,,,,,1,,,Robotics
22,String Search,2,Single String Search,236,,,1,1,O(n/m),,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf Tuned Boyer-Moore algorithm (1991)],Tuned Boyer-Moore algorithm,1991,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf,,,,0,0,5,"m: 3,
n: 3,
m+n: 5",$O(mn)$,"m: pattern length
n: length of searchable text
s: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
s: 3,
m+n: 3",O(m + s),https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf,0,1,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
23,Sequence Alignment,1,"Edit sequence, global alignment",261,,,1,1,O(mn),,,[https://www.nature.com/articles/srep01746 FOGSAA (2013)],FOGSAA,2013,https://www.nature.com/articles/srep01746,,,,0,0,5,"m: 3,
n: 3,
m+n: 5",$O(mn)$,"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"n: 3,
m: 3,
m+n: 5",O(mn)?,"Upper bounded by runtime, though likely there's a better bound?",1,0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000,1,,,,,,,,4,,,Bioinformatics
25,Line Clipping,1,convex polygonal window,270,,,1,1,O(n*logp),^ see above,^ see above,[https://www.sciencedirect.com/science/article/pii/0097849394900647/pdf?md5=06bd1f11031af17d1fd34626c4e2f49b&pid=1-s2.0-0097849394900647-main.pdf O(lg N) algorithm (1994)],O(lg N) algorithm,1994,https://www.sciencedirect.com/science/article/pii/0097849394900647/pdf?md5=06bd1f11031af17d1fd34626c4e2f49b&pid=1-s2.0-0097849394900647-main.pdf,376,0,https://www.sciencedirect.com/science/article/pii/0097849394900647,0,0,3,"n: 3,
p: 2",$O(n*\log p)$,"n: number of lines
p: number of edges on polygon",n,,,Word/Real RAM,words,1,n: 1,O(1) auxiliary??,"Easily derived? (O(1) per segment, space can be re-used)",1,0,,0,,0,,0,0,,0,0,,"line clipping is the process of removing lines or portions of lines outside an area
 of interest. Typically; any line or part thereof which is outside of the viewing
 area is removed.",,,,,,,,,,9.965,100.3512293,,19.93156857,0,,29.89735285,0,,6,,,Image Processing
25,Line Clipping,1,convex and non-convex polyhedral window,271,,,1,1,O(np)?,^ see above,^ see above,[https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061 Skala (1996)],Skala,1996,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061,,,,0,0,3,"n: 3,
p: 3",O(np)?,"n: number of lines
p: number of faces on polyhedron",n,,,Word/Real RAM,words,1,n: 1,O(1) auxiliary?,"Easily derived? (O(1) per segment, space can be re-used)",1,0,,0,,0,,0,1,,0,0,,"line clipping is the process of removing lines or portions of lines outside an area
 of interest. Typically; any line or part thereof which is outside of the viewing
 area is removed.",,,,,,,,,,1,1000,,,,,,,,6,,,Image Processing
27,Multiplication,1,,276,,,1,1,O(n logn loglogn),^see above,^see above,[https://link.springer.com/article/10.1007/BF02242355 Schönhage–Strassen algorithm (1971)],Schönhage–Strassen algorithm,1971,https://link.springer.com/article/10.1007/BF02242355,,,,1,0,4.001,n: 4.001,$O(n \log n \log\log n)$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary?,Depends on DFT/FFT algorithm? but all vectors/numbers are of size O(n) and there are a constant number of such objects,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,32984,30.31772981,0.1163404644,86044249.58,11621.92715,0.3525022766,146555204661,6823367.361,0.6613134177,4,,,Numerical Analysis
27,Multiplication,1,,277,,,1,1,O(nlogn 2^{O(log*n)}),^see above,^see above,[https://web.archive.org/web/20130425232048/http://www.cse.psu.edu/~furer/Papers/mult.pdf Furer's algorithm (2007)],Furer's algorithm,2007,https://web.archive.org/web/20130425232048/http://www.cse.psu.edu/~furer/Papers/mult.pdf,,,,0,0,7,n: 7,$O(n \log n 2^{O(\log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary?,Depends on DFT/FFT algorithm (though original source describes its own algorithm)? but all vectors/numbers are of size O(n) and there are a constant number of such objects,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,40816640,0.02449981184,,,,,,,,4,,,Numerical Analysis
27,Multiplication,1,,278,,,1,1,O(nlogn 2^{O(log*n)}),^see above,^see above,[https://arxiv.org/abs/0801.1416 De (2008)],De,2008,https://arxiv.org/abs/0801.1416,,,,0,0,7,n: 7,$O(n \log n 2^{O(\log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary?,^ same as above,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,40816640,0.02449981184,,,,,,,,4,,,Numerical Analysis
27,Multiplication,1,,279,,,1,1,O(nlogn),^see above,^see above,[https://hal.archives-ouvertes.fr/hal-02070778 Harvey; Hoeven (2019)],Harvey; Hoeven,2019,https://hal.archives-ouvertes.fr/hal-02070778,,,,1,4->5,4,n: 4,$O(n \log n)$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary??,[this one is kind of a mess to read but it seems generally the same as above - objects like polynomials/vectors and other numbers are of size O(n) and there are constantly many?],1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,9965.784285,100.3433319,0.06007183934,19931568.57,50171.66594,0.146831135,29897352854,33447777.3,0.2452173271,4,,,Numerical Analysis
27,Multiplication,1,,280,,,1,1,O(nlogn 2^{(3log*n)}),^see above,^see above,[https://arxiv.org/abs/1407.3360 Harvey; Hoeven; Lecerf (2015)],Harvey; Hoeven; Lecerf,2015,https://arxiv.org/abs/1407.3360,,,,0,0,7,n: 7,$O(n \log n 2^{(3 \log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary??,^ same as above,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,79720,12.54390366,,,,,,,,4,,,Numerical Analysis
27,Multiplication,1,,281,,,1,1,O(nlogn 2^{O(log*n)}),^see above,^see above,[https://hal.inria.fr/hal-01108166v1/document Covanov and Thomé (2015)],Covanov and Thomé,2015,https://hal.inria.fr/hal-01108166v1/document,,,,0,0,7,n: 7,$O(n \log n 2^{O(\log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary??,^ same as above,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,40816640,0.02449981184,,,,,,,,4,,,Numerical Analysis
27,Multiplication,1,,282,,,1,1,O(nlogn 2^{(3log*n)}),^see above,^see above,[https://arxiv.org/abs/1502.02800 Covanov and Thomé (2016)],Covanov and Thomé,2016,https://arxiv.org/abs/1502.02800,,,,0,0,7,n: 7,$O(n \log n 2^{(3 \log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary??,^ same as above,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,79720,12.54390366,,,,,,,,4,,,Numerical Analysis
27,Multiplication,1,,283,,,1,1,O(nlogn 2^{(2log*n)}),^see above,^see above,[https://arxiv.org/abs/1802.07932 Harvey; Hoeven; Lecerf (2018)],Harvey; Hoeven; Lecerf,2018,https://arxiv.org/abs/1802.07932,,,,0,0,7,n: 7,$O(n \log n 2^{(2 \log*n)})$,"n: length of one of the integers, in bits",n,,,Word RAM?,bits,3,n: 3,O(n) auxiliary??,^ same as above,1,0,,0,,0,,0,0,,0,0,,"Multiplication is one of the four elementary mathematical operations of arithmetic;
with the others being addition; subtraction and division.",,,O(log*n) = 12,,,,,,,39860,25.08780733,,,,,,,,4,,,Numerical Analysis
30,Mutual Exclusion,1,,298,,,1,1,O(n),^see above,(none),[http://lamport.azurewebsites.net/pubs/bakery.pdf Lamport's bakery algorithm (1974)],Lamport's bakery algorithm,1974,http://lamport.azurewebsites.net/pubs/bakery.pdf,,,,0,0,3,n: 3,$O(n)$,n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.135.825&rep=rep1&type=pdf,0,1,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,1000000,,,1000000000,,,6,,,Operating Systems
30,Mutual Exclusion,1,,299,,,1,1,O(n),^see above,(none),[https://www.researchgate.net/publication/221235887_A_simple_solution_to_Lamport's_concurrent_programming_problem_with_linear_wait Szymanski's algorithm (1988)],Szymanski's algorithm,1988,https://www.researchgate.net/publication/221235887_A_simple_solution_to_Lamport's_concurrent_programming_problem_with_linear_wait,,,,0,0,3,n: 3,$O(n)$,n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",http://cs.rpi.edu/~szymansk/papers/jerus.93.pdf (kinda),0,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,,,,,,,6,,,Operating Systems
30,Mutual Exclusion,1,,300,,,1,1,O(n),^see above,(none),[https://link.springer.com/chapter/10.1007/978-3-540-30186-8_5 Taubenfeld's black-white bakery algorithm (2004)],Taubenfeld's black-white bakery algorithm,2004,https://link.springer.com/chapter/10.1007/978-3-540-30186-8_5,,,,0,0,3,n: 3,$O(n)$,n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",https://link.springer.com/content/pdf/10.1007/b101206.pdf,0,1,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,,,,,,,6,,,Operating Systems
30,Mutual Exclusion,1,,301,,,1,1,O(n^{0.5}),^see above,(none),[https://cseweb.ucsd.edu/classes/wi09/cse223a/p145-maekawa.pdf Maekawa's algorithm (1985)],Maekawa's algorithm,1985,https://cseweb.ucsd.edu/classes/wi09/cse223a/p145-maekawa.pdf,,,,1,0,2.5,n: 2.5,$O(n^{0.5})$,n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.135.825&rep=rep1&type=pdf,0,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,31.6227766,31.6227766,0.3688745095,1000,1000,0.8738174229,31622.7766,31622.7766,1.565020906,6,,,Operating Systems
30,Mutual Exclusion,1,,302,,,1,1,O(logn)? (originally this had O(n)),^see above,(none),[https://dl.acm.org/doi/abs/10.1145/58564.59295 Raymond's algorithm (1997)],Raymond's algorithm,1997,https://dl.acm.org/doi/abs/10.1145/58564.59295,,,,0,0,2,n: 2,O(\log n)? (originally this had O(n)),n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.135.825&rep=rep1&type=pdf,0,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,,,,,,,6,,,Operating Systems
30,Mutual Exclusion,1,,304,,,1,1,O(n)? (originally this had O(logn)),^see above,(none),[https://cse.iitkgp.ac.in/~agupta/distsys/Mutex-SuzukiKasami.pdf Suzuki-Kasami's algorithm (1985)],Suzuki-Kasami's algorithm,1985,https://cse.iitkgp.ac.in/~agupta/distsys/Mutex-SuzukiKasami.pdf,2,1,,1,6->7,3,n: 3,O(n)? (originally this had O(logn)),n: number of processes,n,,,,communication variables?,3,n: 3,"O(1) per process, O(n) total?",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.135.825&rep=rep1&type=pdf,0,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,9.965,100.3512293,,19.93156857,0,,29.89735285,0,,6,,,Operating Systems
