,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
191,22,String Search,2.0,Single String Search,238.0,,,1,1,O(n + m),,,[http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf Two-way String-Matching Algorithm (1991)],Two-way String-Matching Algorithm,1991,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,,,,0,0,3,"n: 3,
m: 3,
m+n: 3",O(n + m),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",$O(1)$,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
192,22,String Search,2.0,Single String Search,239.0,,,1,1,O(mn),,,[- String-Matching with Finite Automata (1940)],String-Matching with Finite Automata,1940,-,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,Derived: $O(m)$ states in the DFA,1.0,0.0,,0,,0,,0,0,,0,0,https://www.geeksforgeeks.org/finite-automata-algorithm-for-pattern-searching/,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
193,22,String Search,2.0,Single String Search,240.0,,,1,1,O(mn),,,[http://www.ijcte.org/papers/462-G1278.pdf Quick-Skip Searching (2012)],Quick-Skip Searching,2012,http://www.ijcte.org/papers/462-G1278.pdf,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses two tables, both of size $O(m)$",1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics
194,22,String Search,2.0,Single String Search,241.0,,,1,1,O(n+m)+ O(m+s),,,[https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf Fast Hybrid Algorithm (2017)],Fast Hybrid Algorithm,2017,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,4,1.0,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,1,4->6,3,"n: 3,
m: 3,
m+n: 3,
s: 3",O(n+m)+ O(m+s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses three tables, each of size $O(m)$",1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,1150.0,69.65217391,0.05665744313,1100050,72724.058,0.156481465,1100000050,72727269.51,0.2650274945,4,,,Combinatorics
195,22,String Search,2.0,Multiple String Search,244.0,"Automaton-based, constructs a converse state machine from the given patterns",,1,1,O(mn),,,[https://link.springer.com/chapter/10.1007/3-540-09510-1_10 Commentz-Walter Algorithm (1979)],Commentz-Walter Algorithm,1979,https://link.springer.com/chapter/10.1007/3-540-09510-1_10,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
196,22,String Search,2.0,Multiple String Search,245.0,"Automaton-based, finite automaton that tracks the partial prefix match",,1,1,O(n + m + z),,,[https://cr.yp.to/bib/1975/aho.pdf Aho–Corasick (AC) Algorithm (1975)],Aho–Corasick (AC) Algorithm,1975,https://cr.yp.to/bib/1975/aho.pdf,,,,0,0,3,"n: 3,
m: 3,
m+n: 3,
z: 3",O(n + m + z),"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords
$z$: number of matches",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
197,22,String Search,2.0,Single String Search,246.0,Bad-character heuristic,,1,1,O(n),Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608 Boyer-Moore-Horspool (BMH) (1980)],Boyer-Moore-Horspool (BMH),1980,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn + s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
198,22,String Search,2.0,Single String Search,247.0,Slight variation of BMH,,1,1,O(n),Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf Raita Algorithm (1991)],Raita Algorithm,1991,https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,,,,0,0,5,"n: 3,
m: 3,
m+n: 5,
s: 3",O(mn + s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
199,22,String Search,2.0,Single String Search,248.0,Automaton-based oracle,,1,1,O(m) + O(mn),,,[https://link.springer.com/chapter/10.1007/3-540-47849-3_18 BOM (Backward Oracle Matching) (1999)],BOM (Backward Oracle Matching),1999,https://link.springer.com/chapter/10.1007/3-540-47849-3_18,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(m) + O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://link.springer.com/content/pdf/10.1007/3-540-47849-3_18.pdf,0.0,1.0,,0,,0,,0,0,,0,0,https://www-igm.univ-mlv.fr/~lecroq/string/bom.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
200,22,String Search,2.0,Single String Search,249.0,Variant of BM,,1,1,O(m + s) + O(n),,,[https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1 Apostolico–Giancarlo Algorithm (1986)],Apostolico–Giancarlo Algorithm,1986,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,,,,0,0,3,"n: 3,
m: 3,
m+n: 3,
s: 3",O(m + s) + O(n),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,0.0,1.0,,0,,0,,0,0,,0,0,http://www.darkridge.com/~jpr5/mirror/string/node16.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
201,23,Sequence Alignment,1.0,"Edit Sequence, constant-size alphabet",258.0,,,1,1,O(mn),,,[https://www.ncbi.nlm.nih.gov/pubmed/9254694 Gapped BLAST (1997)],Gapped BLAST,1997,https://www.ncbi.nlm.nih.gov/pubmed/9254694,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",O(mn)?,"Uses at most a constant number of O(m)*O(n) arrays, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000.0,1,,,,,,,,4,,,Bioinformatics
202,23,Sequence Alignment,1.0,"Edit Sequence, constant-size alphabet",259.0,,,1,1,O(mn),,,[https://www.ncbi.nlm.nih.gov/pubmed/2231712 Basic Local Alignment Search Tool (BLAST) (1990)],Basic Local Alignment Search Tool (BLAST),1990,https://www.ncbi.nlm.nih.gov/pubmed/2231712,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",O(mn)?,"Uses at most a constant number of O(m)*O(n) arrays, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000.0,1,,,,,,,,4,,,Bioinformatics
203,29,Key Exchange,1.0,Key Exchange,294.0,,,1,1,O(mult(n)*n) where mult(n) is running time on n-bit multiplication,"Not sure if ""average case"" distribution makes sense here",(none),[https://ieeexplore.ieee.org/document/1055638 Diffie–Hellman key exchange (1978)],Diffie–Hellman key exchange,1978,https://ieeexplore.ieee.org/document/1055638,2,1.0,https://dl.acm.org/doi/10.1145/359460.359473,1,0,7,n: 7,O(mult(n)*n) where mult(n) is running time on n-bit multiplication,"n: maximum size of numbers (prime, base, keys), in bits",n,,,Word RAM?,bits,3,n: 3,O(n),Each party only keeps track of a constant number of n-bit integers,1.0,0.0,,0,,0,,0,0,,0,0,,"Key exchange (also key establishment) is a method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm.",,,,,,,,,,62500000000.0,1,,6.25E+22,1,,6.25E+34,1,,2,,,Cryptography
204,29,Key Exchange,1.0,Key Exchange,295.0,,,1,1,O(mult(n)*n^2)? where mult(n) is running time on n-bit multiplication,^see above,(none),[https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14 Elliptic-curve Diffie-Hellman (ECDH) (2006)],Elliptic-curve Diffie-Hellman (ECDH),2006,https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14,2,1.0,,0,0,7,n: 7,O(mult(n)*n^2)? where mult(n) is running time on n-bit multiplication,"n: maximum size of numbers (prime, parameters, keys), in bits",n,,,Word RAM?,bits,3,n: 3,O(n),Each party only keeps track of a constant number of n-bit integers,1.0,0.0,,0,,0,,0,0,,0,0,,"Key exchange (also key establishment) is a method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm.",,,,,,,,,,125000000.0,500,,1.25E+17,500000,,1.25E+26,500000000,,2,,,Cryptography
205,30,Mutual Exclusion,1.0,,297.0,,,1,1,O(n),^see above,(none),[https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf Peterson's algorithm (1981)],Peterson's algorithm,1981,https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf,,,,0,0,3,n: 3,O(n),n: number of processes,n,,,,communication variables?,3,n: 3,$O(n)$ total,"see original paper (""requires $2n-1$ shared variables of size $n$"")",0.0,1.0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000.0,1,,,,,,,,6,,,Operating Systems
206,30,Mutual Exclusion,1.0,,303.0,,,1,1,O(logn),^see above,(none),[https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416 Naimi-Trehel's algorithm (1996)],Naimi-Trehel's algorithm,1996,https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416,,,,0,0,2,n: 2,O(\log n),n: number of processes,n,,,,communication variables?,3,n: 3,"$O(1)$ per process, $O(n)$ total?",Each process keeps track of a constant number of variables (see algorithm description),1.0,0.0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,9.965,100.3512293,,,,,,,,6,,,Operating Systems
207,30,Mutual Exclusion,1.0,,305.0,,,1,1,O(logn),^see above,(none),[https://ieeexplore.ieee.org/document/113817 Chan-Singhal-Liu (1990)],Chan-Singhal-Liu,1990,https://ieeexplore.ieee.org/document/113817,,,,0,0,2,n: 2,O(\log n),n: number of processes,n,,,,communication variables?,3,n: 3,"$O(1)$ per process, $O(n)$ total?",Each process seems to keep track of a constant number of variables (see algorithm description),1.0,0.0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,9.965,100.3512293,0.3338136837,19.93156857,50171.66594,0.966883593,29.89735285,33447777.3,1.953064644,6,,,Operating Systems
208,32,Cycle Detection,1.0,,321.0,,,1,1,O((\lambda + \mu) t_f),"S = {0, ..., N-1}
F = {f | f: S -> S}
f chosen randomly from the N^N functions in F
",,[http://pds7.egloos.com/pds/200801/07/29/p636-floyd.pdf Floyd's tortoise and hare algorithm (1967)],Floyd's tortoise and hare algorithm,1967,http://pds7.egloos.com/pds/200801/07/29/p636-floyd.pdf,3,0.0,https://www.semanticscholar.org/paper/The-Complexity-of-Finding-Cycles-in-Periodic-Sedgewick-Szymanski/8f1e5d92733380112a44630d0561611121c3228d,1,0,3,"\lambda: 3,
\mu: 3,
t_f: 3",O((\lambda + \mu) t_f),"t_f: time to perform one evaluation of f
\mu: the starting index of the cycle
\lambda: the period of the cycle",\mu,,,,Pointer algo,1,\mu: 1,O(1),Algorithmic Cryptanalysis,0.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Cycle_detection,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Combinatorics
209,32,Cycle Detection,1.0,,322.0,,,1,1,O((\lambda + \mu) t_f),,,[https://maths-people.anu.edu.au/~brent/pd/rpb005.pdf Brent's algorithm (1973)],Brent's algorithm,1973,https://maths-people.anu.edu.au/~brent/pd/rpb005.pdf,,,,0,0,3,"\lambda: 3,
\mu: 3,
t_f: 3",O((\lambda + \mu) t_f),"t_f: time to perform one evaluation of f
\mu: the starting index of the cycle
\lambda: the period of the cycle",\mu,,,,Pointer algo,1,\mu: 1,O(1),Algorithmic Cryptanalysis,0.0,0.0,,0,,0,,0,0,,0,0,,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000.0,,,,,,,,,6,,,Combinatorics
210,32,Cycle Detection,1.0,,323.0,,,1,1,O((\lambda + \mu) log(\lambda + \mu) t_f),,,[https://www.inwap.com/pdp10/hbaker/hakmem/flows.html#item132 Gosper's algorithm (1978)],Gosper's algorithm,1978,https://www.inwap.com/pdp10/hbaker/hakmem/flows.html#item132,,,,0,0,4,"\lambda: 4,
\mu: 4,
t_f: 3",O((\lambda + \mu) log(\lambda + \mu) t_f),"t_f: time to perform one evaluation of f
\mu: the starting index of the cycle
\lambda: the period of the cycle",\mu,,,,,2,"\mu: 2,
\lambda: 2",\Theta(log(\mu + \lambda)),https://en.wikipedia.org/wiki/Cycle_detection#Gosper's_algorithm,0.0,0.0,,0,,0,,0,0,,0,0,,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000.0,,,,,,,,,6,,,Combinatorics
211,33,Generating Random Permutations,2.0,General Permutations,326.0,,,1,1,O(n^2),From randomness in the algorithm itself,(none),[https://www.worldcat.org/title/statistical-tables-for-biological-agricultural-and-medical-research/oclc/14222135 Fisher–Yates/Knuth shuffle (1938)],Fisher–Yates/Knuth shuffle,1938,https://www.worldcat.org/title/statistical-tables-for-biological-agricultural-and-medical-research/oclc/14222135,,,,0,0,5,n: 5,O(n^2),n: number of elements,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of which elements have been struck out already,1.0,0.0,,1,??,0,,0,0,,0,0,https://digital.library.adelaide.edu.au/dspace/handle/2440/10701,Generating random permutation of an input string.,,,,,,,,,,1000.0,,,,,,,,,6,,,Numerical Analysis
212,33,Generating Random Permutations,2.0,General Permutations,327.0,,,1,1,O(n),^see above,(none),[https://dl.acm.org/doi/10.1145/364520.364540 Durstenfeld's Algorithm 235 (1964)],Durstenfeld's Algorithm 235,1964,https://dl.acm.org/doi/10.1145/364520.364540,,,,0,0,3,n: 3,O(n),n: number of elements,n,,,Word RAM,words,1,n: 1,O(1),Essentially in-situ,1.0,0.0,,1,??,0,,0,0,,0,0,,Generating random permutation of an input string.,,,,1.0,0.3335214322,1.0,0.77827941,1.0,1.371373706,1000.0,,,,,,,,,6,,,Numerical Analysis
213,33,Generating Random Permutations,2.0,General Permutations,328.0,,,1,1,O(n),^see above,(none),[- Radix sorting method (1887)],Radix sorting method,1887,-,4,1.0,https://www.geeksforgeeks.org/radix-sort/,1,0,3,n: 3,O(n),n: number of elements,n,,,Word RAM,words,3,n: 3,O(n),"Need to keep track of randomly generated numbers, but otherwise see radix sort",1.0,0.0,,1,??,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Radix_sort,Generating random permutation of an input string.,,,,1000.0,,1000000.0,,1000000000.0,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Numerical Analysis
214,33,Generating Random Permutations,2.0,Cyclic Permutations,329.0,,,1,1,O(n),^see above,(none),[https://www.sciencedirect.com/science/article/abs/pii/0020019086900736 Sattolo's algorithm (1986)],Sattolo's algorithm,1986,https://www.sciencedirect.com/science/article/abs/pii/0020019086900736,,,,0,0,3,n: 3,O(n),n: number of elements,n,,,Word RAM,words,1,n: 1,O(1),Essentially in-situ,1.0,0.0,,1,??,0,,0,0,,0,0,,Generating random permutation of an input string.,,,,,,,,,,1000000.0,,,,,,,,,6,,,Numerical Analysis
215,35,Gröbner Bases,1.0,Gröbner Bases,335.0,,,1,1,d^{(2^{(n+o(1)))}},,,[https://dl.acm.org/doi/10.1145/1088216.1088219 Buchberger's algorithm (1976)],Buchberger's algorithm,1976,https://dl.acm.org/doi/10.1145/1088216.1088219,2,0.0,https://dl.acm.org/doi/pdf/10.1145/1088216.1088219,1,0,8,n: 8,d^{(2^{(n+o(1)})}),"n: number of variables in each polynomial
d: maximal total degree of the polynomials",n,,,Word RAM,words,8,"n: 8,
d: 7",d^{(2^{(n+o(1))})}??,"Output may contain that many elements. However, this bound seems very crude/loose",1.0,0.0,,0,,0,,0,0,,0,0,"EXPSPACE-hard reference: ""Complexity of Gröbner basis detection and border basis detection""","In mathematics, and more specifically in computer algebra, computational algebraic geometry, and computational commutative algebra, a Gröbner basis is a particular kind of generating set of an ideal in a polynomial ring K[x1, ..,xn] over a field K.",,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,turns out this is EXPSPACE hard: https://www.sciencedirect.com/science/article/pii/S0304397512007505,,Numerical Analysis
216,35,Gröbner Bases,1.0,Gröbner Bases,336.0,,,1,1,"O(C(n+D_{reg}, D_{reg})^{\omega}) where omega is the exponent on matrix multiplication",,,[https://linkinghub.elsevier.com/retrieve/pii/S0022404999000055 Faugère F4 algorithm (1999)],Faugère F4 algorithm,1999,https://linkinghub.elsevier.com/retrieve/pii/S0022404999000055,1,1.0,https://reader.elsevier.com/reader/sd/pii/S0022404999000055?token=DC73BE34D9F12491D472CE3BBE70B5745448C6F5A27E99595808DA4B6E66531C37C9B7D23A7AFD7419D27DC7F06396F7,1,0,8,n: 8,"O(C(n+D_{reg}, D_{reg})^{\omega}) where omega is the exponent on matrix multiplication","n: number of variables in each polynomial
D_reg: smallest degree for which a nontrivial relation occurs",n,,,Word RAM,words,8,n: 8,"O(C(n+D_{reg}, D_{reg})^2)?","Seems to keep track of a square matrix (for monomials) of size $O(C(n+D_{reg}, D_{reg})^2$)",1.0,0.0,,0,,0,,0,0,,0,0,https://eprint.iacr.org/2021/051.pdf,"In mathematics, and more specifically in computer algebra, computational algebraic geometry, and computational commutative algebra, a Gröbner basis is a particular kind of generating set of an ideal in a polynomial ring K[x1, ..,xn] over a field K.",,,"d:n
1:400",,,,,,,1000000000.0,Inf,,1.00E+18,Inf,,1.00E+27,Inf,,1,,,Numerical Analysis
217,35,Gröbner Bases,1.0,Gröbner Bases,337.0,,,1,1,"O(C(n+D_{reg}, D_{reg})^{\omega}) where omega is the exponent on matrix multiplication",,,[https://dl.acm.org/doi/10.1145/780506.780516 Faugère F5 algorithm (2002)],Faugère F5 algorithm,2002,https://dl.acm.org/doi/10.1145/780506.780516,,,,0,0,8,n: 8,"O(C(n+D_{reg}, D_{reg})^{\omega}) where omega is the exponent on matrix multiplication","n: number of variables in each polynomial
D_reg: smallest degree for which a nontrivial relation occurs",n,,,Word RAM,words,8,n: 8,"O(C(n+D_{reg}, D_{reg})^2)?","Seems to keep track of a square matrix (for monomials) of size $O(C(n+D_{reg}, D_{reg})^2$)",1.0,0.0,,0,,0,,0,0,,0,0,https://hal.inria.fr/hal-01064519/document,"In mathematics, and more specifically in computer algebra, computational algebraic geometry, and computational commutative algebra, a Gröbner basis is a particular kind of generating set of an ideal in a polynomial ring K[x1, ..,xn] over a field K.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis
218,37,All Permutations,2.0,All Permutations,340.0,,,1,1,amortized O(1) per permutation,averaged over all permutations,https://dl.acm.org/doi/10.1145/356689.356692,[https://www.ams.org/journals/mcom/1963-17-083/S0025-5718-1963-0159764-2/home.html Steinhaus–Johnson–Trotter algorithm (1963)],Steinhaus–Johnson–Trotter algorithm,1963,https://www.ams.org/journals/mcom/1963-17-083/S0025-5718-1963-0159764-2/home.html,2,1.0,https://en.wikipedia.org/wiki/Steinhaus–Johnson–Trotter_algorithm,1,4->6,3,n: 3,O(n) on specific permutations,n: number of elements,n,,,Word RAM,words,1,n: 1,$O(1)$,Determining $x_i$ and $y_i$ each iteration can be done in constant space,1.0,0.0,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,1.0,1.682695795,1.0,6.19685673,1.0,18.30697729,1000.0,1000,,1000000,1000000,,1000000000,1000000000,,4,,,Numerical Analysis
219,37,All Permutations,2.0,All Permutations,341.0,,,1,1,amortized O(1) per permutation,averaged over all permutations,(napkin math - number of iterations is approximately e*n!),[https://mathscinet.ams.org/mathscinet-getitem?mr=0080380 Tompkins–Paige algorithm (1956)],Tompkins–Paige algorithm,1956,https://mathscinet.ams.org/mathscinet-getitem?mr=0080380,1,1.0,https://en.wikipedia.org/wiki/Tompkins–Paige_algorithm,1,0,3,n: 3,O(n) on specific permutations,n: number of elements,n,,,Word RAM,words,3,n: 3,$O(n)$,Keeps track of auxiliary counting array,1.0,0.0,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,1000.0,,1000000.0,,1000000000.0,,1000000.0,1,,1000000000000,1,,1.00E+18,1,,4,,,Numerical Analysis
220,37,All Permutations,2.0,All Permutations,342.0,,,1,1,O(1) per permutation,averaged over all permutations,Easily derived (each permutation takes O(1) time),[https://academic.oup.com/comjnl/article/6/3/293/360213 Heap's algorithm (1963)],Heap's algorithm,1963,https://academic.oup.com/comjnl/article/6/3/293/360213,,,,0,0,3,n: 3,O(n) per permutation,n: number of elements,n,,,Word RAM,words,3,n: 3,$O(n)$,$O(n)$-sized stack or array necessary,1.0,0.0,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,1000.0,,,,,,,,,4,,,Numerical Analysis
221,40,Maximum-Weight Matching,1.0,Bipartite Maximum-Weight Matching,357.0,,,1,1,O(n^4),,,[https://web.eecs.umich.edu/~pettie/matching/Kuhn-hungarian-assignment.pdf Hungarian algorithm (1955)],Hungarian algorithm,1955,https://web.eecs.umich.edu/~pettie/matching/Kuhn-hungarian-assignment.pdf,2,1.0,https://web.eecs.umich.edu/~pettie/matching/Kuhn-hungarian-assignment.pdf,1,0,7,n: 7,O(n^4),n: number of vertices,n,,,Word RAM,words,5,n: 5,O(n^2),Either graph interpretation maintains O(n^2) orientations and O(n) potential or matrix interpretation manipulates an O(n)*O(n) auxiliary matrix,1.0,0.0,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,1000000000000.0,1,,1.00E+24,1,,1.00E+36,1,,2,,,Combinatorics
222,40,Maximum-Weight Matching,1.0,Maximum-Weight Matching,358.0,,,1,1,O(mn^2),,,[https://nvlpubs.nist.gov/nistpubs/jres/69B/jresv69Bn1-2p125_A1b.pdf Edmonds (1965)],Edmonds,1965,https://nvlpubs.nist.gov/nistpubs/jres/69B/jresv69Bn1-2p125_A1b.pdf,1,1.0,,0,0,7,"n: 7,
m: 3",O(mn^2),"n: number of vertices
m: number of edges",n,,,Word RAM,words,7,"n: 7,
m: 3",O(mn^2)??,"At worst, keeps track of the entire sequence of graphs created; it's possible this can be improved?",1.0,0.0,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,1000000000.0,1000,,1.00E+18,1000000,,1.00E+27,1000000000,,2,,,Combinatorics
